timestamp,suite,program,mode,run_index,event,value,status,stderr_note
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,cycles,103709478,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,instructions,270560640,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,branches,28696079,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,branch-misses,66641,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,L1-dcache-loads,12898741,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,L1-dcache-load-misses,17081486,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,LLC-loads,3533845,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,9,LLC-load-misses,36562,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,cycles,104301257,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,instructions,268168130,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,branches,28326432,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,branch-misses,53260,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,L1-dcache-loads,12297477,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,L1-dcache-load-misses,17051371,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,LLC-loads,3698522,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-aot,9,LLC-load-misses,39039,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,cycles,82059212,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,instructions,23829089,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,branches,1773587,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,branch-misses,8516,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,L1-dcache-loads,9317778,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,L1-dcache-load-misses,16810101,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,LLC-loads,3475663,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,native,10,LLC-load-misses,3388,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,cycles,104967710,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,instructions,270591068,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,branches,28696575,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,branch-misses,64139,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,L1-dcache-loads,12907439,ok,
2026-04-15T22:56:16+0800,micro,alloc_bulk_buffer,wasm-jit,10,L1-dcache-load-misses,17079174,ok,
