timestamp,program,mode,run_index,event,value,status,stderr_note,runtime_engine,compiler
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,r00c4,5696387328,ok,,wasmer,cranelift
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,r01c4,607746353,ok,,wasmer,cranelift
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,r1c0,124916352476,ok,,wasmer,cranelift
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,cpu-cycles,43175184291,ok,,wasmer,cranelift
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,L1-icache-load-misses,1549967,ok,,wasmer,cranelift
2026-06-03T13:23:15+0800,llvmss_misc_salsa20,native,3,branch-misses,429459,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,r81d0,38686934063,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,r82d0,16219925782,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,r00c4,6203275500,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,r01c4,137939694,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,r1c0,96384116488,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,cpu-cycles,29956723725,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,L1-icache-load-misses,1921057,ok,,wasmer,cranelift
2026-06-03T13:23:24+0800,llvmss_misc_salsa20,wasm-aot,3,branch-misses,171843,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,r81d0,1844151536,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,r82d0,1434257378,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,r00c4,820140062,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,r01c4,138305,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,r1c0,4510535487,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,cpu-cycles,1639636845,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,L1-icache-load-misses,115505,ok,,wasmer,cranelift
2026-06-03T13:23:26+0800,llvmss_misc_evalloop,native,1,branch-misses,110473,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,r81d0,3254772204,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,r82d0,1238882285,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,r00c4,1236852591,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,r01c4,1878996,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,r1c0,9543289045,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,cpu-cycles,3571227263,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,L1-icache-load-misses,1098072,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,wasm-aot,1,branch-misses,238743,ok,,wasmer,cranelift
2026-06-03T13:23:27+0800,llvmss_misc_evalloop,native,2,r81d0,1844190101,ok,,wasmer,cranelift
