program,mode,runtime,run_index,internal_ms,external_ms,ok,error
llvmss_misc_flops-5,jit,native,10,858.959008,859.740373,1,
llvmss_misc_flops-5,jit,wasm-jit,10,840.40868,845.976369,1,
llvmss_misc_flops-5,aot,native,1,859.02881,859.796179,1,
llvmss_misc_flops-5,aot,wasm-aot,1,840.216039,845.371103,1,
llvmss_misc_flops-5,aot,native,2,858.479919,859.265167,1,
llvmss_misc_flops-5,aot,wasm-aot,2,810.339998,815.587405,1,
llvmss_misc_flops-5,aot,native,3,810.105599,810.760558,1,
llvmss_misc_flops-5,aot,wasm-aot,3,810.159834,815.237446,1,
llvmss_misc_flops-5,aot,native,4,858.93528,859.741308,1,
llvmss_misc_flops-5,aot,wasm-aot,4,810.203646,815.340592,1,
llvmss_misc_flops-5,aot,native,5,858.74859,859.52246,1,
llvmss_misc_flops-5,aot,wasm-aot,5,810.212209,815.216897,1,
llvmss_misc_flops-5,aot,native,6,810.01172,810.865415,1,
llvmss_misc_flops-5,aot,wasm-aot,6,810.055906,815.196231,1,
llvmss_misc_flops-5,aot,native,7,858.462367,859.271349,1,
llvmss_misc_flops-5,aot,wasm-aot,7,840.25157,845.650772,1,
llvmss_misc_flops-5,aot,native,8,810.069254,810.812443,1,
llvmss_misc_flops-5,aot,wasm-aot,8,810.188982,815.369183,1,
llvmss_misc_flops-5,aot,native,9,858.741264,859.544201,1,
llvmss_misc_flops-5,aot,wasm-aot,9,810.021539,815.2867,1,
llvmss_misc_flops-5,aot,native,10,810.035053,810.6541,1,
llvmss_misc_flops-5,aot,wasm-aot,10,810.088194,814.959539,1,
llvmss_misc_flops-6,jit,native,1,840.261982,841.11936,1,
llvmss_misc_flops-6,jit,wasm-jit,1,787.981577,793.517625,1,
llvmss_misc_flops-6,jit,native,2,790.923707,791.571436,1,
llvmss_misc_flops-6,jit,wasm-jit,2,787.9096,793.408057,1,
llvmss_misc_flops-6,jit,native,3,840.593011,841.299877,1,
llvmss_misc_flops-6,jit,wasm-jit,3,787.840967,793.22792,1,
llvmss_misc_flops-6,jit,native,4,840.525499,841.216849,1,
llvmss_misc_flops-6,jit,wasm-jit,4,787.866278,793.085491,1,
llvmss_misc_flops-6,jit,native,5,840.407494,841.174401,1,
llvmss_misc_flops-6,jit,wasm-jit,5,787.949304,793.498179,1,
llvmss_misc_flops-6,jit,native,6,791.075285,791.841961,1,
llvmss_misc_flops-6,jit,wasm-jit,6,787.847788,793.299854,1,
llvmss_misc_flops-6,jit,native,7,840.198087,841.019932,1,
llvmss_misc_flops-6,jit,wasm-jit,7,787.809479,793.088172,1,
llvmss_misc_flops-6,jit,native,8,790.824526,791.457843,1,
llvmss_misc_flops-6,jit,wasm-jit,8,818.584389,823.996965,1,
llvmss_misc_flops-6,jit,native,9,791.001195,791.654691,1,
llvmss_misc_flops-6,jit,wasm-jit,9,818.191464,823.768388,1,
llvmss_misc_flops-6,jit,native,10,840.189823,841.030935,1,
llvmss_misc_flops-6,jit,wasm-jit,10,787.868512,793.383926,1,
llvmss_misc_flops-6,aot,native,1,840.444396,841.240931,1,
llvmss_misc_flops-6,aot,wasm-aot,1,787.836211,792.937832,1,
llvmss_misc_flops-6,aot,native,2,840.494689,841.309931,1,
llvmss_misc_flops-6,aot,wasm-aot,2,787.912774,793.035725,1,
llvmss_misc_flops-6,aot,native,3,790.961612,791.675778,1,
llvmss_misc_flops-6,aot,wasm-aot,3,787.888048,793.096783,1,
llvmss_misc_flops-6,aot,native,4,840.295624,841.05067,1,
llvmss_misc_flops-6,aot,wasm-aot,4,810.061141,815.180564,1,
llvmss_misc_flops-6,aot,native,5,840.564561,841.242515,1,
llvmss_misc_flops-6,aot,wasm-aot,5,818.230839,823.421299,1,
llvmss_misc_flops-6,aot,native,6,840.290235,841.077235,1,
llvmss_misc_flops-6,aot,wasm-aot,6,787.827254,793.057155,1,
llvmss_misc_flops-6,aot,native,7,840.28823,841.074273,1,
llvmss_misc_flops-6,aot,wasm-aot,7,787.879441,793.038087,1,
llvmss_misc_flops-6,aot,native,8,790.936671,791.639578,1,
llvmss_misc_flops-6,aot,wasm-aot,8,787.936199,792.933807,1,
llvmss_misc_flops-6,aot,native,9,840.749754,841.555187,1,
llvmss_misc_flops-6,aot,wasm-aot,9,787.745445,792.691018,1,
llvmss_misc_flops-6,aot,native,10,840.64605,841.428764,1,
llvmss_misc_flops-6,aot,wasm-aot,10,787.725089,792.926848,1,
llvmss_misc_flops-7,jit,native,1,532.684024,533.471592,1,
llvmss_misc_flops-7,jit,wasm-jit,1,523.065985,528.524214,1,
llvmss_misc_flops-7,jit,native,2,532.641064,533.457663,1,
llvmss_misc_flops-7,jit,wasm-jit,2,522.933762,528.396454,1,
llvmss_misc_flops-7,jit,native,3,532.58901,533.412037,1,
llvmss_misc_flops-7,jit,wasm-jit,3,523.072927,528.438944,1,
llvmss_misc_flops-7,jit,native,4,537.397153,538.124556,1,
llvmss_misc_flops-7,jit,wasm-jit,4,522.939381,528.620251,1,
llvmss_misc_flops-7,jit,native,5,532.671532,533.484764,1,
llvmss_misc_flops-7,jit,wasm-jit,5,523.10045,528.420124,1,
llvmss_misc_flops-7,jit,native,6,537.325738,538.086358,1,
llvmss_misc_flops-7,jit,wasm-jit,6,522.943157,528.343434,1,
llvmss_misc_flops-7,jit,native,7,532.619326,533.336837,1,
llvmss_misc_flops-7,jit,wasm-jit,7,522.953664,528.274029,1,
llvmss_misc_flops-7,jit,native,8,532.680656,533.442568,1,
llvmss_misc_flops-7,jit,wasm-jit,8,522.933364,528.165879,1,
llvmss_misc_flops-7,jit,native,9,532.723536,533.433003,1,
llvmss_misc_flops-7,jit,wasm-jit,9,523.004854,528.80262,1,
