program,runtime,run_index,internal_ms,parsed_ok,ok,error
syrk,native,13,299.656,1,1,
syrk,native,14,301.76599999999996,1,1,
syrk,native,15,300.933,1,1,
syrk,native,16,302.80400000000003,1,1,
syrk,native,17,331.099,1,1,
syrk,native,18,298.21999999999997,1,1,
syrk,native,19,324.934,1,1,
syrk,native,20,305.971,1,1,
syrk,native,21,320.601,1,1,
syrk,native,22,301.575,1,1,
syrk,native,23,299.83,1,1,
syrk,native,24,301.752,1,1,
syrk,native,25,303.882,1,1,
syrk,native,26,315.00600000000003,1,1,
syrk,native,27,309.998,1,1,
syrk,native,28,299.509,1,1,
syrk,native,29,297.533,1,1,
syrk,native,30,302.057,1,1,
syrk,wasm-jit,1,518.4490000000001,1,1,
syrk,wasm-jit,2,507.131,1,1,
syrk,wasm-jit,3,495.753,1,1,
syrk,wasm-jit,4,497.696,1,1,
syrk,wasm-jit,5,490.339,1,1,
syrk,wasm-jit,6,495.671,1,1,
syrk,wasm-jit,7,500.45799999999997,1,1,
syrk,wasm-jit,8,505.19599999999997,1,1,
syrk,wasm-jit,9,503.05699999999996,1,1,
syrk,wasm-jit,10,505.316,1,1,
syrk,wasm-jit,11,508.14400000000006,1,1,
syrk,wasm-jit,12,522.365,1,1,
syrk,wasm-jit,13,514.959,1,1,
syrk,wasm-jit,14,518.015,1,1,
syrk,wasm-jit,15,524.8779999999999,1,1,
syrk,wasm-jit,16,517.062,1,1,
syrk,wasm-jit,17,513.841,1,1,
syrk,wasm-jit,18,517.5640000000001,1,1,
syrk,wasm-jit,19,512.598,1,1,
syrk,wasm-jit,20,509.84399999999994,1,1,
syrk,wasm-jit,21,517.404,1,1,
syrk,wasm-jit,22,500.25299999999993,1,1,
syrk,wasm-jit,23,502.781,1,1,
syrk,wasm-jit,24,507.525,1,1,
syrk,wasm-jit,25,497.942,1,1,
syrk,wasm-jit,26,498.393,1,1,
syrk,wasm-jit,27,500.90299999999996,1,1,
syrk,wasm-jit,28,507.14899999999994,1,1,
syrk,wasm-jit,29,505.501,1,1,
syrk,wasm-jit,30,510.386,1,1,
syrk,wasm-aot,1,502.981,1,1,
syrk,wasm-aot,2,505.552,1,1,
syrk,wasm-aot,3,505.524,1,1,
syrk,wasm-aot,4,502.23799999999994,1,1,
syrk,wasm-aot,5,506.683,1,1,
syrk,wasm-aot,6,512.247,1,1,
syrk,wasm-aot,7,507.36099999999993,1,1,
syrk,wasm-aot,8,513.3109999999999,1,1,
syrk,wasm-aot,9,498.08000000000004,1,1,
syrk,wasm-aot,10,507.258,1,1,
syrk,wasm-aot,11,500.18600000000004,1,1,
syrk,wasm-aot,12,499.79200000000003,1,1,
syrk,wasm-aot,13,506.39199999999994,1,1,
syrk,wasm-aot,14,511.92,1,1,
syrk,wasm-aot,15,487.42600000000004,1,1,
syrk,wasm-aot,16,504.70599999999996,1,1,
syrk,wasm-aot,17,506.819,1,1,
syrk,wasm-aot,18,508.21799999999996,1,1,
syrk,wasm-aot,19,501.9479999999999,1,1,
syrk,wasm-aot,20,499.052,1,1,
syrk,wasm-aot,21,506.97700000000003,1,1,
syrk,wasm-aot,22,507.634,1,1,
syrk,wasm-aot,23,504.675,1,1,
syrk,wasm-aot,24,504.71500000000003,1,1,
syrk,wasm-aot,25,503.255,1,1,
syrk,wasm-aot,26,502.00800000000004,1,1,
syrk,wasm-aot,27,508.05400000000003,1,1,
syrk,wasm-aot,28,495.01800000000003,1,1,
syrk,wasm-aot,29,505.606,1,1,
syrk,wasm-aot,30,508.47200000000004,1,1,
trisolv,native,1,1.2329999999999999,1,1,
trisolv,native,2,1.238,1,1,
trisolv,native,3,1.251,1,1,
trisolv,native,4,1.299,1,1,
trisolv,native,5,1.317,1,1,
trisolv,native,6,1.22,1,1,
trisolv,native,7,1.246,1,1,
trisolv,native,8,1.262,1,1,
trisolv,native,9,1.3179999999999998,1,1,
trisolv,native,10,1.231,1,1,
trisolv,native,11,1.335,1,1,
trisolv,native,12,1.31,1,1,
trisolv,native,13,1.32,1,1,
trisolv,native,14,1.276,1,1,
trisolv,native,15,1.254,1,1,
trisolv,native,16,1.2550000000000001,1,1,
trisolv,native,17,1.27,1,1,
trisolv,native,18,1.325,1,1,
trisolv,native,19,1.259,1,1,
trisolv,native,20,1.214,1,1,
trisolv,native,21,1.266,1,1,
trisolv,native,22,1.222,1,1,
trisolv,native,23,1.2489999999999999,1,1,
trisolv,native,24,1.239,1,1,
trisolv,native,25,1.271,1,1,
trisolv,native,26,1.253,1,1,
trisolv,native,27,1.244,1,1,
trisolv,native,28,1.27,1,1,
trisolv,native,29,1.441,1,1,
trisolv,native,30,1.32,1,1,
trisolv,wasm-jit,1,1.33,1,1,
trisolv,wasm-jit,2,1.676,1,1,
trisolv,wasm-jit,3,1.322,1,1,
trisolv,wasm-jit,4,1.5250000000000001,1,1,
trisolv,wasm-jit,5,1.55,1,1,
trisolv,wasm-jit,6,1.524,1,1,
trisolv,wasm-jit,7,1.433,1,1,
trisolv,wasm-jit,8,1.479,1,1,
trisolv,wasm-jit,9,1.538,1,1,
trisolv,wasm-jit,10,1.546,1,1,
trisolv,wasm-jit,11,1.294,1,1,
trisolv,wasm-jit,12,1.236,1,1,
trisolv,wasm-jit,13,1.227,1,1,
trisolv,wasm-jit,14,1.183,1,1,
trisolv,wasm-jit,15,1.219,1,1,
trisolv,wasm-jit,16,1.196,1,1,
trisolv,wasm-jit,17,1.256,1,1,
trisolv,wasm-jit,18,1.6219999999999999,1,1,
trisolv,wasm-jit,19,1.464,1,1,
trisolv,wasm-jit,20,1.5939999999999999,1,1,
trisolv,wasm-jit,21,1.271,1,1,
trisolv,wasm-jit,22,1.375,1,1,
trisolv,wasm-jit,23,1.272,1,1,
trisolv,wasm-jit,24,1.2910000000000001,1,1,
trisolv,wasm-jit,25,1.251,1,1,
trisolv,wasm-jit,26,1.302,1,1,
trisolv,wasm-jit,27,1.2080000000000002,1,1,
trisolv,wasm-jit,28,1.216,1,1,
trisolv,wasm-jit,29,1.2830000000000001,1,1,
trisolv,wasm-jit,30,1.245,1,1,
trisolv,wasm-aot,1,1.358,1,1,
trisolv,wasm-aot,2,1.416,1,1,
trisolv,wasm-aot,3,1.5250000000000001,1,1,
trisolv,wasm-aot,4,1.3259999999999998,1,1,
trisolv,wasm-aot,5,1.312,1,1,
trisolv,wasm-aot,6,1.2349999999999999,1,1,
trisolv,wasm-aot,7,1.284,1,1,
trisolv,wasm-aot,8,1.389,1,1,
trisolv,wasm-aot,9,1.305,1,1,
trisolv,wasm-aot,10,1.27,1,1,
trisolv,wasm-aot,11,1.951,1,1,
trisolv,wasm-aot,12,1.485,1,1,
trisolv,wasm-aot,13,1.5070000000000001,1,1,
trisolv,wasm-aot,14,1.3699999999999999,1,1,
trisolv,wasm-aot,15,1.346,1,1,
trisolv,wasm-aot,16,1.55,1,1,
trisolv,wasm-aot,17,1.724,1,1,
trisolv,wasm-aot,18,1.518,1,1,
trisolv,wasm-aot,19,1.456,1,1,
trisolv,wasm-aot,20,1.286,1,1,
trisolv,wasm-aot,21,1.407,1,1,
trisolv,wasm-aot,22,1.373,1,1,
trisolv,wasm-aot,23,1.417,1,1,
trisolv,wasm-aot,24,1.349,1,1,
trisolv,wasm-aot,25,1.297,1,1,
trisolv,wasm-aot,26,1.254,1,1,
trisolv,wasm-aot,27,1.351,1,1,
trisolv,wasm-aot,28,1.219,1,1,
trisolv,wasm-aot,29,1.3,1,1,
trisolv,wasm-aot,30,1.2329999999999999,1,1,
trmm,native,1,1114.103,1,1,
trmm,native,2,1042.987,1,1,
trmm,native,3,1132.125,1,1,
trmm,native,4,1093.739,1,1,
trmm,native,5,1158.843,1,1,
trmm,native,6,1126.7640000000001,1,1,
trmm,native,7,1079.682,1,1,
trmm,native,8,1029.013,1,1,
trmm,native,9,1133.3709999999999,1,1,
trmm,native,10,1008.7090000000001,1,1,
trmm,native,11,1178.239,1,1,
trmm,native,12,1079.721,1,1,
trmm,native,13,1160.0490000000002,1,1,
trmm,native,14,1166.7540000000001,1,1,
trmm,native,15,1224.297,1,1,
trmm,native,16,1080.474,1,1,
trmm,native,17,1055.0159999999998,1,1,
trmm,native,18,1140.252,1,1,
trmm,native,19,1110.5620000000001,1,1,
trmm,native,20,1051.7350000000001,1,1,
trmm,native,21,1126.455,1,1,
trmm,native,22,1082.8739999999998,1,1,
trmm,native,23,1084.362,1,1,
trmm,native,24,1084.386,1,1,
trmm,native,25,1182.941,1,1,
trmm,native,26,1133.861,1,1,
trmm,native,27,1058.79,1,1,
trmm,native,28,1102.3590000000002,1,1,
trmm,native,29,1038.06,1,1,
trmm,native,30,1122.844,1,1,
trmm,wasm-jit,1,1142.952,1,1,
trmm,wasm-jit,2,1071.033,1,1,
trmm,wasm-jit,3,1056.222,1,1,
trmm,wasm-jit,4,1095.4440000000002,1,1,
trmm,wasm-jit,5,1070.442,1,1,
trmm,wasm-jit,6,1162.163,1,1,
trmm,wasm-jit,7,1140.051,1,1,
trmm,wasm-jit,8,1183.786,1,1,
trmm,wasm-jit,9,1031.659,1,1,
trmm,wasm-jit,10,1197.913,1,1,
trmm,wasm-jit,11,1121.3,1,1,
trmm,wasm-jit,12,1161.486,1,1,
trmm,wasm-jit,13,1140.284,1,1,
trmm,wasm-jit,14,1069.488,1,1,
trmm,wasm-jit,15,1169.928,1,1,
trmm,wasm-jit,16,1204.809,1,1,
trmm,wasm-jit,17,1034.018,1,1,
trmm,wasm-jit,18,1065.7620000000002,1,1,
trmm,wasm-jit,19,1127.8,1,1,
trmm,wasm-jit,20,1182.11,1,1,
trmm,wasm-jit,21,1121.537,1,1,
trmm,wasm-jit,22,1135.934,1,1,
trmm,wasm-jit,23,1091.489,1,1,
trmm,wasm-jit,24,1109.623,1,1,
trmm,wasm-jit,25,1030.5439999999999,1,1,
trmm,wasm-jit,26,1054.4199999999998,1,1,
trmm,wasm-jit,27,1104.568,1,1,
trmm,wasm-jit,28,1128.961,1,1,
trmm,wasm-jit,29,1173.2530000000002,1,1,
trmm,wasm-jit,30,1178.732,1,1,
trmm,wasm-aot,1,1107.428,1,1,
trmm,wasm-aot,2,1115.842,1,1,
trmm,wasm-aot,3,1138.0300000000002,1,1,
trmm,wasm-aot,4,1177.313,1,1,
trmm,wasm-aot,5,1107.412,1,1,
trmm,wasm-aot,6,1156.288,1,1,
trmm,wasm-aot,7,1119.921,1,1,
trmm,wasm-aot,8,1174.944,1,1,
trmm,wasm-aot,9,1137.327,1,1,
trmm,wasm-aot,10,1166.378,1,1,
trmm,wasm-aot,11,1198.7559999999999,1,1,
trmm,wasm-aot,12,1051.4650000000001,1,1,
trmm,wasm-aot,13,1120.812,1,1,
trmm,wasm-aot,14,1103.636,1,1,
trmm,wasm-aot,15,1139.624,1,1,
trmm,wasm-aot,16,1092.375,1,1,
trmm,wasm-aot,17,1100.3410000000001,1,1,
trmm,wasm-aot,18,1172.821,1,1,
trmm,wasm-aot,19,1071.856,1,1,
trmm,wasm-aot,20,1174.127,1,1,
trmm,wasm-aot,21,1099.3139999999999,1,1,
trmm,wasm-aot,22,1102.828,1,1,
trmm,wasm-aot,23,1115.033,1,1,
trmm,wasm-aot,24,1157.656,1,1,
trmm,wasm-aot,25,1083.594,1,1,
trmm,wasm-aot,26,1125.484,1,1,
trmm,wasm-aot,27,1118.703,1,1,
trmm,wasm-aot,28,1130.4019999999998,1,1,
trmm,wasm-aot,29,1020.227,1,1,
trmm,wasm-aot,30,1053.297,1,1,
